Artifact_ID,Artifact_Name,Museum_ID,Gallery_No,Period_Dating,Finding_Place,Dimension_ID,Provenance_Note,Description,Source_Link
211,Garo Traditional Dress — Dakmanda & Dakmaro,13,Museum Gallery — Garo Cultural Exhibits,20th century CE,"Garo community, Durgapur Upazila, Netrokona",56,Donated by Garo community members,"The Dakmanda (women's lower garment) and Dakmaro (chest wrap) form the traditional dress of Garo women, woven from cotton on back-strap looms in bold horizontal stripes of red, black, white, and green. The Garo people (also known as the Achik) are one of the major indigenous groups of northern Bangladesh, living along the foothills of the Garo Hills (Meghalaya border) in Netrokona and Mymensingh districts. This hand-woven garment is a living tradition maintained by Garo women and represents both technical skill and cultural identity. The museum's collection includes several examples in traditional patterns.",
212,Garo Woven Bag — Mingre,13,Museum Gallery — Garo Cultural Exhibits,20th century CE,"Garo community, Durgapur area, Netrokona",57,Donated by Garo artisans,"A Mingre — a traditional Garo hand-woven bag used for carrying everyday items, tools, or agricultural produce. Woven in bold geometric patterns on a back-strap loom using cotton and jute thread, the Mingre is both a functional object and a carrier of Garo aesthetic tradition. The geometric patterns carry cultural meaning — certain patterns are reserved for specific occasions or social groups. The Garo are a matrilineal society, and women's weaving is a central element of cultural transmission between generations. The museum holds several examples demonstrating the range of traditional Garo weaving patterns.",
213,Hajong Traditional Costumes & Jewelry,13,Museum Gallery — Hajong Cultural Exhibits,19th–20th century CE,"Hajong community, northern Netrokona",41,Donated by Hajong community members,"Traditional costumes and silver jewelry of the Hajong people — one of the indigenous groups of northern Bangladesh living alongside the Garo in the Durgapur area. The Hajong women's costume consists of a wrapped cotton sari in indigo and white with a characteristic border pattern. The jewelry display includes necklaces of silver coins and beads, ear ornaments, and wrist cuffs. The Hajong community has a distinct language (related to Bengali), a tradition of oral poetry, and a history of resistance against forced labor that culminated in the Hajong Revolt of the late 19th century.",
214,Koch Community Artifacts & Ceremonial Objects,13,Museum Gallery — Koch Cultural Exhibits,19th–20th century CE,"Koch community, Netrokona region",41,Donated by Koch community leaders,"Artifacts representing the culture of the Koch people — one of the ancient indigenous groups of northern Bangladesh. The display includes Koch ceremonial objects, hunting and agricultural tools, traditional storage vessels, and musical instruments. The Koch are believed to be among the earliest inhabitants of the Bengal-Assam borderland region. Their culture blends animist religious practices with later Hindu influences. The museum's Koch collection provides important documentation of a community whose traditional way of life is under pressure from modernization and cultural change.",
215,Ethnic Agricultural Tools — Various Communities,13,Museum Gallery — Everyday Life,19th–20th century CE,"Durgapur area, Netrokona",41,"Donated by farming families of Garo, Hajong, Koch communities","A collection of traditional agricultural tools used by the indigenous communities of Durgapur Upazila: wooden plows, bamboo seed-carriers, iron weeding tools, hand-operated rice-threshing implements, and bamboo water-carrying poles. The indigenous communities of northern Bangladesh practice wet rice cultivation, shifting cultivation (jhum), and forest-based subsistence alongside settled agriculture. These tools document the ecological knowledge and farming practices of communities that have cultivated the foothills of the Garo Hills for centuries.",
216,"Garo Musical Instruments — Dama, Aduri & Bangsi",13,Museum Gallery — Garo Cultural Exhibits,20th century CE,"Garo community, Durgapur area, Netrokona",41,Donated by Garo musicians and cultural organization,"Traditional Garo musical instruments: the Dama (double-headed drum made from hollowed wood and animal skin), the Aduri (a gourd-resonated lute), and the Bangsi (a bamboo flute). These instruments are central to Garo musical performances associated with their festivals, particularly the Wangala harvest festival (celebrated in November to thank the sun-god Saljong for agricultural abundance) and the Sangrama festival. The Wangala is the most important Garo festival and its music is inseparable from the Dama drum, which leads the procession.",
217,Traditional Hunting & Fishing Equipment,13,Museum Gallery — Everyday Life,19th–20th century CE,"Durgapur area, Netrokona (Someshwari River region)",41,Donated by community members,"Hunting bows and arrows, bamboo fish traps (polo), cast nets (jal), hand-line fishing equipment, and small animal traps representing the traditional subsistence practices of the indigenous communities of the Durgapur area. The Someshwari River and its tributaries, along with the forested foothills bordering Meghalaya, have sustained Garo, Hajong, and Koch communities through fishing and hunting alongside agriculture. These implements document the ecological knowledge that has sustained life in this region across generations.",
218,Ethnic Pottery & Storage Vessels,13,Museum Gallery — Everyday Life,19th–20th century CE,"Durgapur area, Netrokona",41,Donated by local pottery families,"Traditional pottery made by the indigenous communities of the Durgapur area, including water storage pots, cooking vessels, grain storage jars, and ritual bowls. Pottery-making in this region uses hand-building techniques (coil and paddle) rather than the potter's wheel, producing vessels with a characteristic surface texture. Some vessels bear incised geometric decorations applied with a pointed tool before firing. The pottery traditions of the Garo Hills foothills are distinct from the mainstream Bengali terracotta tradition.",
219,Research Publications & Field Documentation,13,Library & Research Section,1977–present,"Tribal Cultural Academy, Birisiri, Durgapur, Netrokona",41,"Tribal Cultural Academy, Birisiri","A collection of research publications and field documentation produced by the Tribal Cultural Academy's Research Section — one of the four institutional sections (Culture, Research, Library, Museum) of the academy. Publications include monographs on Garo language and grammar, studies of Hajong oral literature, documentation of traditional agricultural practices, and cultural surveys of Koch, Banai, Hadi, and Mandai communities. The Research Section has been documenting the intangible cultural heritage of northern Bangladesh's indigenous peoples since the academy's founding in 1977.",
220,"Banai, Hadi & Mandai Community Artifacts",13,Museum Gallery — Diverse Ethnic Communities,19th–20th century CE,"Northern Netrokona, Bangladesh",41,Donated by community representatives,"Artifacts representing the smaller indigenous communities of the Netrokona region — the Banai, Hadi, and Mandai peoples — alongside the Garo, Hajong, and Koch. These communities maintain distinct languages, belief systems, and material cultures. The display includes weaving samples, personal ornaments, ritual objects, agricultural implements, and everyday utensils. The Tribal Cultural Academy was specifically founded to serve all ethnic groups of northern Bangladesh, and its museum collection reflects this inclusive mandate to document the full diversity of indigenous cultural heritage in the region.",
